client_id,client_type,gender,country,region,age,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,total_spend,units_bought,avg_area_sqft,cluster_id,segment
C0962,Individual,M,Usa,California,83,Home,4,No,Website,1335726.82,4,1114.2125,1,C1 — Global Investors
C0963,Individual,M,Canada,Alberta,82,Home,4,No,Agency,598874.99,3,678.9699999999999,0,C1 — Global Investors
C0964,Individual,F,Usa,California,70,Home,4,No,Website,1015121.6900000001,3,1168.3833333333334,1,C1 — Global Investors
C0965,Individual,F,Usa,New York,62,Investment,3,No,Website,840199.6100000001,3,862.1066666666666,0,C1 — Global Investors
C0966,Company,M,Usa,California,28,Investment,3,No,Website,1606785.0499999998,4,1510.34,3,C3 — Corporate Buyers
C0967,Individual,F,Usa,California,64,Home,2,No,Agency,705599.66,3,879.3433333333332,0,C1 — Global Investors
C0968,Individual,F,Usa,Arizona,28,Home,4,No,Website,1089074.71,3,1168.3833333333334,0,C1 — Global Investors
C0969,Individual,F,Russia,Tatarstan,47,Investment,1,Yes,Agency,1118760.19,3,1186.4366666666667,0,C1 — Global Investors
C0970,Individual,M,Denmark,North Denmark,37,Home,3,Yes,Website,1596404.25,4,1313.38,2,C1 — Global Investors
C0971,Individual,F,Usa,Colorado,54,Investment,5,Yes,Website,1278450.05,4,1011.23,1,C1 — Global Investors
C0972,Individual,F,Usa,Arizona,59,Home,5,No,Agency,1298009.03,4,1072.985,1,C1 — Global Investors
C0973,Individual,M,Usa,California,31,Investment,2,No,Client,1595817.1600000001,4,1210.7375000000002,0,C1 — Global Investors
C0974,Individual,M,Usa,New York,62,Home,1,No,Agency,1210990.11,4,1008.395,1,C1 — Global Investors
C0975,Individual,M,Usa,Utah,77,Home,4,No,Website,941310.61,3,1050.08,1,C1 — Global Investors
C0976,Individual,M,Usa,California,40,Home,4,Yes,Website,1206149.98,4,947.7475000000001,0,C1 — Global Investors
C0977,Individual,M,Usa,California,27,Home,1,No,Agency,944672.95,3,1092.5066666666667,1,C1 — Global Investors
C0978,Individual,F,Usa,California,60,Home,4,Yes,Website,1449360.9100000001,3,1526.9566666666667,2,C1 — Global Investors
C0979,Individual,F,Canada,Quebec,83,Investment,4,No,Website,864661.4500000001,3,939.3299999999999,1,C1 — Global Investors
C0980,Individual,M,Usa,New York,81,Investment,1,Yes,Website,1156326.6400000001,3,1392.5566666666666,0,C1 — Global Investors
C0981,Individual,F,Usa,California,62,Investment,1,No,Website,2048324.19,4,1555.2975000000001,2,C1 — Global Investors
C0982,Individual,F,Canada,Manitoba,62,Investment,5,Yes,Agency,1443503.73,3,1456.36,1,C1 — Global Investors
C0983,Individual,F,Germany,North Rhine-Westphalia,29,Home,4,No,Website,803219.7,3,899.62,1,C1 — Global Investors
C0984,Individual,M,Canada,British Columbia,61,Home,5,Yes,Agency,1206529.21,3,1337.1733333333334,0,C1 — Global Investors
C0985,Individual,F,Usa,California,69,Home,1,Yes,Website,886990.72,3,934.4333333333334,0,C1 — Global Investors
C0986,Individual,F,Russia,Saint Petersburg,42,Home,2,No,Website,1445226.07,3,1510.3766666666668,2,C1 — Global Investors
C0987,Individual,F,Germany,North Rhine-Westphalia,56,Home,1,Yes,Agency,1086018.36,4,984.12,0,C1 — Global Investors
C0988,Individual,M,Usa,Texas,35,Home,3,Yes,Agency,695033.8,3,724.0866666666667,1,C1 — Global Investors
C0989,Individual,F,Usa,Oregon,77,Home,4,No,Website,1129907.31,4,1035.1925,0,C1 — Global Investors
C0990,Individual,M,Usa,Utah,81,Home,4,No,Website,1588383.3599999999,4,1321.76,2,C1 — Global Investors
C0991,Individual,F,Usa,Nevada,48,Home,1,No,Website,1223116.15,3,1464.8466666666666,1,C1 — Global Investors
C0992,Individual,M,Denmark,Capital Region,35,Home,1,Yes,Website,1478482.61,4,1205.465,1,C1 — Global Investors
C0993,Individual,M,Usa,California,69,Home,2,Yes,Website,530494.44,3,610.62,1,C1 — Global Investors
C0994,Individual,M,Usa,California,47,Home,3,No,Website,1379902.8699999999,4,1187.8925000000002,1,C1 — Global Investors
C0995,Individual,F,Australia,New South Wales,74,Home,1,Yes,Website,1004120.77,3,1037.11,0,C1 — Global Investors
C0996,Individual,M,Canada,Manitoba,67,Home,2,Yes,Client,888968.0,3,941.2099999999999,0,C1 — Global Investors
C0997,Individual,M,Usa,California,73,Investment,3,Yes,Agency,1607877.07,3,1654.4733333333334,2,C1 — Global Investors
C0998,Company,F,Usa,Virginia,54,Home,4,No,Agency,1230552.15,4,1053.27,3,C3 — Corporate Buyers
C0999,Individual,F,Usa,California,54,Investment,3,No,Agency,661984.35,3,753.3133333333334,1,C1 — Global Investors
C1000,Individual,F,Usa,Utah,60,Home,2,Yes,Website,1629372.23,4,1316.6550000000002,2,C1 — Global Investors
C1001,Individual,M,Usa,California,42,Home,3,No,Website,1650296.94,4,1326.3725,2,C1 — Global Investors
C1002,Individual,M,Usa,California,56,Home,5,No,Website,1064050.72,3,1052.0866666666668,0,C1 — Global Investors
C1003,Individual,F,Usa,Nevada,46,Home,2,No,Website,1164909.23,3,1303.7766666666666,0,C1 — Global Investors
C1004,Individual,M,Usa,Oregon,41,Home,3,Yes,Website,1553467.6600000001,4,1254.045,2,C1 — Global Investors
C1005,Individual,F,Germany,Hamburg,35,Home,3,No,Client,778101.6000000001,3,993.0033333333334,0,C1 — Global Investors
C1006,Individual,F,Usa,Georgia,31,Home,1,No,Website,738938.8,3,828.39,1,C1 — Global Investors
C1007,Individual,F,Uk,England,75,Home,4,No,Agency,813104.68,3,847.0366666666667,0,C1 — Global Investors
C1008,Company,M,Usa,California,36,Home,2,No,Website,1018262.69,4,849.79,3,C3 — Corporate Buyers
C1009,Individual,F,Usa,Nevada,73,Investment,4,Yes,Agency,741160.04,3,971.1899999999999,1,C1 — Global Investors
C1010,Individual,M,Mexico,Jalisco,59,Home,4,No,Website,1331479.73,4,1077.195,0,C1 — Global Investors
C1011,Individual,F,Usa,California,71,Investment,1,No,Website,1281389.3900000001,4,1075.505,1,C1 — Global Investors
C1012,Individual,M,Usa,New York,63,Home,4,Yes,Website,1690270.5,3,1736.0333333333335,2,C1 — Global Investors
C1013,Individual,F,Usa,Oregon,29,Home,1,Yes,Website,1627907.97,4,1298.145,2,C1 — Global Investors
C1014,Individual,M,Usa,California,54,Home,3,Yes,Website,1278106.36,3,1523.6933333333334,1,C1 — Global Investors
C1015,Individual,M,Usa,California,46,Home,4,Yes,Website,884426.51,3,973.09,1,C1 — Global Investors
C1016,Individual,F,Usa,California,47,Home,4,Yes,Agency,1542774.6099999999,4,1214.5625,0,C1 — Global Investors
C1017,Individual,F,Usa,California,55,Home,1,Yes,Agency,1116371.43,4,928.745,0,C1 — Global Investors
C1018,Individual,F,Usa,Colorado,56,Home,5,Yes,Client,845680.5700000001,3,1033.4833333333333,1,C1 — Global Investors
C1019,Individual,F,Usa,Nevada,48,Home,2,No,Client,1167255.18,3,1325.0800000000002,1,C1 — Global Investors
C1020,Individual,F,Usa,California,29,Home,3,No,Agency,1248826.8599999999,4,994.0725,0,C1 — Global Investors
C1021,Individual,M,Usa,California,49,Investment,1,No,Client,1554739.9,4,1340.7775000000001,2,C1 — Global Investors
C1022,Individual,F,Usa,Colorado,39,Home,1,No,Agency,1389709.13,4,1122.0925,0,C1 — Global Investors
C1023,Individual,F,Usa,Nevada,70,Home,1,Yes,Website,1336237.87,3,1599.3433333333332,2,C1 — Global Investors
C1024,Individual,M,Usa,Arizona,54,Investment,2,No,Agency,1351032.92,3,1510.3766666666668,1,C1 — Global Investors
C1025,Individual,F,Usa,California,76,Home,1,No,Client,738424.1799999999,3,735.3566666666667,0,C1 — Global Investors
C1026,Individual,M,Usa,California,32,Investment,1,No,Agency,1440775.1,3,1452.2633333333333,1,C1 — Global Investors
C1027,Individual,M,Usa,California,47,Investment,1,Yes,Client,1554407.81,3,1649.26,2,C1 — Global Investors
C1028,Individual,M,Usa,California,81,Home,1,Yes,Website,1143826.71,4,984.12,1,C1 — Global Investors
C1029,Individual,M,Australia,Victoria,74,Home,1,No,Agency,946560.97,3,1049.3799999999999,1,C1 — Global Investors
C1030,Individual,F,Usa,Ohio,63,Home,4,No,Website,1353543.06,4,1070.475,1,C1 — Global Investors
C1031,Individual,M,Uk,England,34,Home,1,No,Website,1011333.2,3,1088.5866666666668,0,C1 — Global Investors
C1032,Individual,M,Usa,Nevada,46,Home,5,No,Website,1494289.73,4,1086.2275,1,C1 — Global Investors
C1033,Individual,M,France,Ile-De-France,61,Home,2,No,Website,1496120.51,4,1313.38,2,C1 — Global Investors
C1034,Individual,F,Usa,Colorado,44,Home,5,No,Client,1200049.6,4,970.375,0,C1 — Global Investors
C1035,Individual,M,Usa,Virginia,62,Home,2,No,Website,1528550.1300000001,4,1227.17,2,C1 — Global Investors
C1036,Individual,F,Usa,Oregon,35,Home,2,No,Agency,1176436.08,3,1350.4933333333333,1,C1 — Global Investors
C1037,Company,M,Mexico,Baja California,53,Home,2,Yes,Website,1115637.13,3,1190.3133333333333,3,C3 — Corporate Buyers
C1038,Individual,M,Usa,California,64,Investment,3,No,Website,907128.2000000001,3,939.3299999999999,1,C1 — Global Investors
C1039,Individual,M,Usa,California,61,Home,1,Yes,Agency,1428452.94,4,1210.7375000000002,1,C1 — Global Investors
C1040,Individual,M,Usa,California,83,Investment,5,Yes,Website,901095.79,3,992.2199999999999,1,C1 — Global Investors
C1041,Individual,F,Usa,Nevada,33,Home,5,Yes,Website,1150040.79,3,1303.7766666666666,1,C1 — Global Investors
C1042,Individual,F,Usa,Nevada,78,Home,2,No,Agency,1325783.46,4,1122.0925,1,C1 — Global Investors
C1043,Individual,F,Usa,Washington,24,Home,5,No,Website,1067911.8599999999,3,1357.1933333333334,1,C1 — Global Investors
C1044,Individual,M,Usa,Nevada,52,Investment,5,No,Website,1368036.3900000001,4,1145.535,1,C1 — Global Investors
C1045,Individual,F,Usa,New York,81,Home,3,No,Website,974840.03,3,1060.1133333333335,0,C1 — Global Investors
C1046,Individual,F,Canada,Quebec,54,Home,4,Yes,Website,1301128.39,4,1049.6999999999998,1,C1 — Global Investors
C1047,Individual,M,Usa,Virginia,39,Home,3,No,Website,1333737.83,3,1454.5733333333335,1,C1 — Global Investors
C1048,Individual,F,Usa,Oregon,53,Investment,1,No,Agency,1349339.41,3,1439.256666666667,0,C1 — Global Investors
C1049,Individual,F,Usa,California,83,Investment,5,No,Website,1214294.1600000001,3,1451.5366666666669,1,C1 — Global Investors
C1050,Individual,M,Usa,Georgia,68,Home,4,Yes,Website,1274655.09,4,1192.72,1,C1 — Global Investors
C1051,Individual,F,Usa,Virginia,65,Home,1,Yes,Agency,894972.26,3,1016.7433333333333,0,C1 — Global Investors
C1052,Individual,F,Usa,Utah,70,Home,1,Yes,Agency,1008000.54,4,836.9425,1,C1 — Global Investors
C1053,Individual,M,Mexico,Nuevo Leon,49,Home,2,Yes,Website,1280976.9,3,1336.61,1,C1 — Global Investors
C1054,Individual,M,Usa,Arizona,34,Home,2,Yes,Website,837920.5800000001,3,879.3433333333332,0,C1 — Global Investors
C1055,Individual,M,Usa,New York,51,Investment,2,Yes,Website,811498.78,3,926.3966666666666,0,C1 — Global Investors
C1056,Individual,M,Usa,Colorado,44,Home,1,Yes,Website,1436352.77,3,1754.9366666666667,2,C1 — Global Investors
C1057,Individual,M,Usa,Nevada,29,Investment,5,No,Website,1430593.53,4,1301.4,1,C1 — Global Investors
C1058,Individual,F,Germany,Bavaria,50,Home,3,Yes,Website,1526007.8199999998,4,1190.4075,0,C1 — Global Investors
C1059,Individual,F,Usa,California,45,Home,4,No,Website,1266979.76,3,1422.97,0,C1 — Global Investors
C1060,Individual,M,Usa,Nevada,83,Home,5,No,Agency,1167625.18,3,1321.5033333333333,1,C1 — Global Investors
C1061,Individual,F,Uk,Scotland,63,Home,1,No,Website,1689767.29,4,1422.9925,2,C1 — Global Investors
C1062,Individual,M,Usa,California,48,Home,4,No,Agency,1766882.53,4,1406.6075,2,C1 — Global Investors
C1063,Individual,F,Usa,New York,35,Investment,5,Yes,Website,1315820.94,3,1354.2933333333333,0,C1 — Global Investors
C1064,Individual,M,Usa,California,78,Home,5,Yes,Website,695434.77,3,883.7466666666668,0,C1 — Global Investors
C1065,Individual,M,Usa,Georgia,68,Home,3,Yes,Client,1107631.34,3,1263.5766666666666,1,C1 — Global Investors
C1066,Individual,F,Australia,Victoria,82,Home,1,No,Website,1208868.77,4,990.9875000000001,0,C1 — Global Investors
C1067,Individual,M,Mexico,Jalisco,81,Investment,4,No,Agency,849001.36,3,904.0466666666667,0,C1 — Global Investors
C1068,Individual,F,Usa,California,39,Home,3,No,Agency,1403831.31,3,1609.0333333333335,2,C1 — Global Investors
C1069,Individual,M,Usa,Virginia,31,Home,3,Yes,Agency,1323760.8399999999,3,1413.0600000000002,1,C1 — Global Investors
C1070,Individual,F,Germany,Bavaria,72,Home,5,No,Agency,1286265.1400000001,3,1471.8999999999999,1,C1 — Global Investors
C1071,Individual,M,Usa,Texas,57,Home,2,No,Agency,1047375.62,4,874.6275,0,C1 — Global Investors
C1072,Individual,F,Usa,Utah,61,Home,3,No,Agency,829884.93,3,979.0866666666667,1,C1 — Global Investors
C1073,Individual,M,Usa,California,68,Investment,2,No,Website,1197808.83,4,952.0525,1,C1 — Global Investors
C1074,Individual,M,Uk,Northern Ireland,69,Home,1,No,Website,1004700.45,3,1092.5400000000002,0,C1 — Global Investors
C1075,Individual,F,Mexico,Baja California,48,Home,3,No,Website,1178400.08,4,984.9525,0,C1 — Global Investors
C1076,Individual,F,Usa,Florida,43,Investment,3,No,Agency,884169.44,3,976.8166666666666,1,C1 — Global Investors
C1077,Individual,M,Usa,Texas,41,Investment,2,No,Agency,1467449.24,4,1245.935,0,C1 — Global Investors
C1078,Individual,M,Usa,Ohio,83,Home,1,No,Agency,1247337.58,3,1303.7766666666666,1,C1 — Global Investors
C1079,Individual,M,Usa,California,64,Investment,4,Yes,Website,1151228.31,3,1336.61,1,C1 — Global Investors
C1080,Individual,F,Uk,England,67,Investment,4,No,Agency,1594795.52,4,1425.28,2,C1 — Global Investors
C1081,Company,M,Russia,Novosibirsk,49,Home,4,Yes,Agency,1006584.7,3,1203.39,3,C3 — Corporate Buyers
C1082,Individual,F,Usa,Oregon,30,Investment,5,Yes,Website,829499.85,3,953.1133333333333,1,C1 — Global Investors
C1083,Individual,F,Usa,Colorado,73,Investment,4,No,Agency,1145122.1,4,939.4875,0,C1 — Global Investors
C1084,Individual,F,France,Ile-De-France,34,Home,4,No,Agency,1357921.15,4,1136.6925,0,C1 — Global Investors
C1085,Individual,F,Australia,Queensland,76,Investment,1,No,Client,797675.03,3,994.8266666666667,1,C1 — Global Investors
C1086,Individual,M,Usa,Colorado,67,Home,1,Yes,Website,1339827.27,4,1030.21,0,C1 — Global Investors
C1087,Individual,M,Usa,Colorado,39,Home,3,No,Website,1878433.21,4,1575.1075,2,C1 — Global Investors
C1088,Individual,M,Usa,Utah,25,Home,4,Yes,Agency,802271.19,3,883.7466666666666,1,C1 — Global Investors
C1089,Individual,F,Usa,Utah,61,Home,1,Yes,Website,959344.08,4,828.375,0,C1 — Global Investors
C1090,Individual,F,Canada,Alberta,61,Home,3,Yes,Client,1217272.58,3,1396.0966666666666,0,C1 — Global Investors
C1091,Individual,M,Usa,Nevada,39,Home,1,Yes,Agency,741797.49,3,853.6566666666668,1,C1 — Global Investors
C1092,Individual,M,Usa,Oregon,27,Investment,2,No,Website,1213248.05,3,1452.2633333333333,1,C1 — Global Investors
C1093,Individual,M,Usa,Oregon,43,Home,1,Yes,Website,805402.8300000001,3,900.46,0,C1 — Global Investors
C1094,Individual,F,Usa,Washington,63,Home,2,Yes,Website,1631407.56,4,1273.5475000000001,2,C1 — Global Investors
C1095,Individual,F,Usa,California,83,Home,3,No,Agency,1454366.24,4,1264.0125,2,C1 — Global Investors
C1096,Individual,F,Usa,New York,58,Home,2,No,Client,1756661.91,4,1339.695,2,C1 — Global Investors
C1097,Individual,F,Canada,Alberta,61,Home,3,Yes,Agency,1064342.81,3,1162.6166666666666,1,C1 — Global Investors
C1098,Individual,M,Usa,California,47,Investment,3,No,Client,1187774.23,3,1290.0866666666668,0,C1 — Global Investors
C1099,Individual,F,Usa,Colorado,51,Home,3,No,Agency,1426501.12,4,1153.0825,0,C1 — Global Investors
C1100,Individual,M,Russia,Novosibirsk,83,Home,1,No,Website,1314225.5899999999,4,1042.1725000000001,1,C1 — Global Investors
C1101,Individual,M,Belgium,Flanders,59,Home,5,No,Website,1037914.4299999999,4,868.5725,1,C1 — Global Investors
C1102,Company,M,Germany,Berlin,63,Home,2,No,Agency,1248456.03,4,993.0625,3,C3 — Corporate Buyers
C1103,Individual,M,Belgium,Wallonia,62,Home,4,No,Agency,1206840.81,4,997.415,0,C1 — Global Investors
C1104,Individual,M,Usa,Utah,25,Investment,5,Yes,Website,893996.19,3,1025.0133333333333,1,C1 — Global Investors
C1105,Individual,M,Usa,Nevada,83,Home,3,Yes,Website,1623510.31,4,1365.9450000000002,2,C1 — Global Investors
C1106,Individual,M,Usa,California,41,Home,1,No,Agency,773499.85,3,842.68,1,C1 — Global Investors
C1107,Individual,M,Canada,British Columbia,75,Home,1,No,Website,1156527.59,3,1268.0466666666669,1,C1 — Global Investors
C1108,Individual,F,Australia,South Australia,29,Home,4,No,Website,1069904.1,3,1238.36,1,C1 — Global Investors
C1109,Individual,F,Usa,California,56,Home,1,Yes,Client,1756965.37,4,1458.93,2,C1 — Global Investors
C1110,Individual,M,Usa,New York,46,Home,5,Yes,Website,1445458.33,4,1152.9099999999999,0,C1 — Global Investors
C1111,Company,M,Usa,California,56,Home,4,Yes,Website,885146.14,3,897.3100000000001,3,C3 — Corporate Buyers
C1112,Individual,M,Usa,Nevada,41,Investment,3,Yes,Website,961599.4199999999,3,975.9433333333333,0,C1 — Global Investors
C1113,Individual,F,Usa,Texas,49,Investment,2,No,Client,1162770.88,4,942.0350000000001,0,C1 — Global Investors
C1114,Individual,F,Usa,California,31,Home,3,No,Website,872825.73,3,1072.7266666666667,1,C1 — Global Investors
C1115,Individual,M,Usa,Colorado,50,Home,3,Yes,Agency,1054599.19,3,1108.9966666666667,1,C1 — Global Investors
C1116,Individual,F,Usa,California,32,Home,1,Yes,Agency,766951.9500000001,3,879.3433333333332,0,C1 — Global Investors
C1117,Individual,F,Mexico,Mexico City,68,Home,5,Yes,Website,1149629.49,4,1047.99,0,C1 — Global Investors
C1118,Company,M,Uk,Scotland,54,Investment,2,Yes,Website,859368.99,3,983.3166666666666,3,C3 — Corporate Buyers
C1119,Individual,M,Usa,Oregon,82,Home,1,Yes,Website,938703.6599999999,3,949.9033333333333,1,C1 — Global Investors
C1120,Individual,F,Usa,Arizona,44,Home,1,No,Website,1371211.29,4,1123.6174999999998,1,C1 — Global Investors
C1121,Individual,F,Usa,California,38,Home,1,No,Client,1014661.78,3,1124.5,0,C1 — Global Investors
C1122,Individual,F,Usa,California,81,Home,4,No,Website,1558949.2,4,1208.8775,2,C1 — Global Investors
C1123,Individual,M,Usa,Virginia,72,Home,5,No,Agency,1241771.44,3,1283.7066666666667,1,C1 — Global Investors
C1124,Individual,F,Usa,Oregon,47,Investment,5,Yes,Website,1272190.01,4,1040.8899999999999,1,C1 — Global Investors
C1125,Individual,M,Usa,Oregon,82,Home,3,No,Agency,1186907.08,3,1332.34,0,C1 — Global Investors
C1126,Company,M,Usa,Virginia,40,Home,1,Yes,Website,893488.2,3,1015.9399999999999,3,C3 — Corporate Buyers
C1127,Individual,F,Uk,England,80,Investment,1,No,Website,838728.4,3,932.37,0,C1 — Global Investors
C1128,Individual,M,Usa,California,40,Investment,1,No,Website,1186634.53,3,1330.8533333333332,1,C1 — Global Investors
C1129,Individual,F,Usa,Colorado,78,Investment,5,No,Agency,1463125.26,4,1219.4375,1,C1 — Global Investors
C1130,Individual,F,Usa,Arizona,36,Home,5,No,Website,1326217.01,4,1009.23,0,C1 — Global Investors
C1131,Individual,F,Usa,California,39,Investment,3,No,Website,1210500.79,3,1317.7333333333333,1,C1 — Global Investors
C1132,Individual,M,Usa,New York,41,Home,2,Yes,Website,1383901.27,3,1448.82,1,C1 — Global Investors
C1133,Individual,M,Usa,Oregon,30,Investment,3,No,Website,1427019.92,4,1210.7375000000002,1,C1 — Global Investors
C1134,Individual,F,Usa,California,80,Investment,1,No,Website,1088583.78,4,905.0375,0,C1 — Global Investors
C1135,Individual,F,Russia,Moscow Oblast,24,Investment,5,Yes,Client,1186082.75,3,1303.4733333333334,1,C1 — Global Investors
C1136,Individual,F,Usa,California,58,Home,3,Yes,Agency,1016844.64,3,1023.8800000000001,0,C1 — Global Investors
C1137,Individual,F,Usa,Nevada,37,Home,4,Yes,Agency,1114902.43,3,1140.1733333333334,1,C1 — Global Investors
C1138,Individual,M,Usa,Oregon,59,Home,1,No,Website,840602.9199999999,3,952.0733333333334,1,C1 — Global Investors
C1139,Individual,F,Usa,California,27,Home,4,Yes,Client,1297382.59,3,1439.256666666667,0,C1 — Global Investors
C1140,Individual,M,Usa,Florida,47,Home,1,Yes,Website,1275809.71,3,1277.2733333333333,0,C1 — Global Investors
C1141,Individual,F,Usa,Arizona,23,Investment,3,No,Website,990242.33,3,1101.55,1,C1 — Global Investors
C1142,Individual,F,Usa,Colorado,75,Home,2,Yes,Agency,1492680.13,4,1222.37,2,C1 — Global Investors
C1143,Individual,M,Usa,Arizona,29,Home,2,Yes,Website,1108329.67,3,1343.8166666666666,0,C1 — Global Investors
C1144,Individual,F,Usa,Georgia,45,Investment,4,No,Client,1244666.12,4,1027.0725,1,C1 — Global Investors
C1145,Individual,M,Usa,Nevada,30,Home,5,No,Website,1118850.31,3,1267.4066666666668,1,C1 — Global Investors
C1146,Individual,M,Usa,California,32,Investment,2,No,Website,1037824.43,3,1136.0866666666668,0,C1 — Global Investors
C1147,Individual,F,Usa,Utah,45,Home,3,No,Website,905314.84,3,1010.5300000000001,1,C1 — Global Investors
C1148,Individual,M,Australia,New South Wales,32,Home,1,Yes,Agency,1083677.57,3,1221.3833333333334,1,C1 — Global Investors
C1149,Individual,F,Russia,Tatarstan,43,Home,3,No,Agency,1277449.99,4,1053.27,1,C1 — Global Investors
C1150,Individual,F,Usa,Nevada,31,Investment,4,No,Agency,1476970.3,3,1550.1266666666668,1,C1 — Global Investors
C1151,Individual,M,Usa,Arizona,60,Investment,2,No,Website,1760000.3399999999,4,1350.2175,2,C1 — Global Investors
C1152,Individual,M,Usa,Georgia,46,Home,1,No,Website,1654928.32,4,1374.585,2,C1 — Global Investors
C1153,Individual,M,Usa,California,32,Home,1,No,Website,1007630.0,3,1170.3533333333332,0,C1 — Global Investors
C1154,Individual,M,Usa,Utah,67,Home,5,Yes,Agency,1373889.96,4,1135.325,1,C1 — Global Investors
C1155,Individual,M,Usa,California,46,Home,5,No,Website,1577625.0,3,1679.1066666666666,2,C1 — Global Investors
C1156,Individual,F,Usa,Virginia,67,Home,4,No,Agency,859956.66,3,1008.13,1,C1 — Global Investors
C1157,Individual,M,Canada,Alberta,79,Investment,2,No,Website,894080.38,4,716.4525,1,C1 — Global Investors
C1158,Individual,F,Usa,California,68,Investment,2,No,Website,941360.29,3,972.0533333333333,0,C1 — Global Investors
C1159,Individual,M,Usa,Nevada,83,Investment,1,Yes,Website,1170550.92,3,1175.6833333333334,0,C1 — Global Investors
C1160,Individual,M,Usa,Florida,43,Home,2,Yes,Website,1359425.8599999999,4,1101.9875,0,C1 — Global Investors
C1161,Individual,M,Canada,Alberta,29,Investment,3,Yes,Website,2022416.31,4,1486.3274999999999,2,C1 — Global Investors
C1162,Individual,M,Usa,California,61,Investment,2,No,Website,1116223.63,4,872.6800000000001,1,C1 — Global Investors
C1163,Individual,M,Usa,California,25,Home,3,Yes,Website,1202709.18,4,1059.8375,0,C1 — Global Investors
C1164,Individual,F,Belgium,Wallonia,55,Home,3,Yes,Agency,1315287.03,4,1169.615,0,C1 — Global Investors
C1165,Individual,F,Russia,Moscow Oblast,29,Home,1,No,Website,970705.3999999999,3,1079.9266666666665,1,C1 — Global Investors
C1166,Individual,M,Usa,New York,32,Investment,1,No,Website,1163601.79,4,939.4875,1,C1 — Global Investors
C1167,Individual,M,Uk,Scotland,56,Home,3,No,Website,1163104.83,3,1193.7733333333333,0,C1 — Global Investors
C1168,Individual,F,Germany,Hamburg,25,Home,2,Yes,Agency,1081069.19,4,901.245,1,C1 — Global Investors
C1169,Individual,M,Russia,Saint Petersburg,29,Home,5,Yes,Agency,900300.22,4,832.615,0,C1 — Global Investors
C1170,Individual,F,Usa,Nevada,33,Home,1,Yes,Website,1165955.62,4,1009.9325,0,C1 — Global Investors
C1171,Individual,F,Usa,California,39,Investment,4,Yes,Website,1561809.25,4,1276.9875,2,C1 — Global Investors
C1172,Individual,F,Usa,Nevada,81,Home,5,No,Website,1240274.79,4,990.4475,0,C1 — Global Investors
C1173,Individual,F,Canada,Manitoba,39,Investment,1,No,Website,1261072.17,4,1014.9825,1,C1 — Global Investors
C1174,Individual,M,Usa,Nevada,41,Home,2,No,Agency,1414798.99,4,1244.8049999999998,0,C1 — Global Investors
C1175,Individual,F,Usa,California,64,Home,2,No,Website,1766232.62,4,1449.3775,2,C1 — Global Investors
C1176,Individual,F,Usa,California,48,Investment,4,Yes,Agency,1003328.89,3,1170.3533333333332,0,C1 — Global Investors
C1177,Individual,M,Usa,California,25,Investment,2,No,Agency,1047224.2699999999,4,816.1600000000001,0,C1 — Global Investors
C1178,Individual,F,Usa,California,73,Home,1,No,Agency,744651.07,3,801.46,1,C1 — Global Investors
C1179,Individual,F,Usa,California,32,Home,4,No,Agency,848152.02,3,1045.8666666666668,1,C1 — Global Investors
C1180,Individual,F,Belgium,Brussels,28,Home,2,Yes,Website,1111089.24,4,1050.5725,0,C1 — Global Investors
C1181,Individual,F,Usa,Nevada,67,Investment,5,No,Website,743723.3099999999,3,939.3299999999999,1,C1 — Global Investors
C1182,Individual,M,Germany,Bavaria,62,Investment,3,Yes,Website,1522183.38,4,1269.065,2,C1 — Global Investors
C1183,Individual,M,Usa,Arizona,30,Investment,1,No,Website,1364593.88,4,1088.3825,1,C1 — Global Investors
C1184,Individual,M,France,Ile-De-France,70,Home,2,No,Website,500255.63,3,624.2366666666667,0,C1 — Global Investors
C1185,Individual,M,Usa,California,23,Home,3,No,Website,1218570.99,4,1029.9125,1,C1 — Global Investors
C1186,Individual,F,Usa,Nevada,45,Home,3,Yes,Website,1141153.96,3,1221.6766666666665,0,C1 — Global Investors
C1187,Individual,F,Usa,Nevada,61,Home,4,No,Website,1097539.23,3,1092.5066666666667,1,C1 — Global Investors
C1188,Individual,M,Canada,Alberta,28,Home,1,No,Client,1437535.25,4,1190.4075,0,C1 — Global Investors
C1189,Individual,M,Usa,Florida,60,Home,2,Yes,Client,1180295.09,4,989.2175,0,C1 — Global Investors
C1190,Individual,F,Usa,Texas,77,Home,4,No,Client,1358669.02,4,1115.61,1,C1 — Global Investors
C1191,Individual,F,Usa,California,73,Investment,3,No,Website,1095538.81,3,1357.1933333333334,0,C1 — Global Investors
C1192,Individual,M,Usa,Florida,23,Home,5,No,Website,1111237.94,4,941.135,0,C1 — Global Investors
C1193,Individual,F,Uk,England,48,Home,1,No,Website,946796.24,4,716.4525,0,C1 — Global Investors
C1194,Individual,F,Usa,Colorado,80,Home,1,No,Website,1084957.53,3,1263.8633333333335,0,C1 — Global Investors
C1195,Individual,F,Usa,California,33,Home,4,Yes,Agency,1118238.91,4,910.925,0,C1 — Global Investors
C1196,Individual,M,Usa,Nevada,68,Home,2,No,Agency,1731153.76,4,1356.32,2,C1 — Global Investors
C1197,Individual,F,Usa,Arizona,64,Home,4,No,Website,1439595.57,3,1471.4466666666667,2,C1 — Global Investors
